cover,elev,tci,streamdist,disturb,beers
5,1436,6.11444616,50.99,CORPLOG,1.08829689
6,720.3,4.08203411,98.99,LT-SEL,1.32238007
6,859.1,4.89706898,130,CORPLOG,0.28759128
4,932.6,4.16547394,334.2,LT-SEL,0.31273425
2,670.9,4.81561184,63.25,SETTLE,0.25890195
2,1037,8.91433907,84.85,LT-SEL,0.55043918
7,665.5,4.77475882,194.2,SETTLE,1.9732815
3,728,3.507025,98.49,SETTLE,1.44477355
7,844.7,7.34298182,367.2,CORPLOG,0.14696859
3,885.7,6.54796314,50,CORPLOG,1.57556069
4,639.7,4.60362005,219.3,CORPLOG,0.43321049
2,607.9,4.88558483,176.9,CORPLOG,0.69500518
4,559.9,6.21907806,56.57,SETTLE,0.1355439
6,596,6.70702505,36.06,SETTLE,1.75447106
3,636,4.69217587,40,SETTLE,0.4367761
9,621.5,4.41461086,20,SETTLE,1.77253258
5,683.5,3.98786211,107.7,SETTLE,1.06676805
7,1459,6.11849308,327.6,LT-SEL,0.0326013
3,1417,4.43502712,417.7,VIRGIN,0.58852965
3,1378,4.09776306,482.7,VIRGIN,0.89618677
3,1246,5.84751987,90.55,LT-SEL,0.35587126
4,1280,4.34382105,224.7,CORPLOG,0.11706996
6,1504,6.38938713,544.9,LT-SEL,0.04845113
8,641.5,7.43696022,31.62,SETTLE,1.8347168
7,643.6,11.16,10,SETTLE,0.59961832
5,678.9,7.06037712,50,SETTLE,0.57363808
8,685,6.75654221,20,SETTLE,1.0171293
8,1085,12.77,22.36,CORPLOG,0.0171356
8,1049,8.04314041,20,CORPLOG,0.37871677
5,1030,7.45590305,31.62,CORPLOG,0.04601113
8,999.2,8.64093113,14.14,CORPLOG,0.26804623
5,743.3,7.8506732,53.85,SETTLE,1.83959341
7,794.4,8.83848763,20,SETTLE,0.96674949
2,813.5,4.94565392,56.57,SETTLE,1.23482418
7,803.1,5.93446589,14.14,SETTLE,1.09419429
3,838.7,4.44005394,0,SETTLE,0.87740606
8,990.7,5.89945698,67.08,SETTLE,1.60862637
6,960.8,7.44308996,22.36,SETTLE,0.46822155
8,941.6,4.6236968,90,SETTLE,1.2499944
3,907.8,5.60139608,41.23,SETTLE,0.5621475
4,884.4,7.06824207,98.49,SETTLE,0.35371491
8,840.7,8.79245758,20,SETTLE,1.35314965
6,947.2,5.95981312,131.5,VIRGIN,0.25928655
6,1445,3.88341689,563.6,VIRGIN,0.05264604
5,645.2,8.72260094,85.44,SETTLE,0.94426298
5,867.5,5.06390095,58.31,CORPLOG,1.21891582
4,1340,6.41765499,490.1,CORPLOG,0.90383738
3,717.7,6.16744995,107.7,CORPLOG,0.07341928
4,732.3,4.30205011,22.36,LT-SEL,1.48643851
3,1161,5.02695179,130,VIRGIN,1.43409467
3,1313,5.34805107,169.7,VIRGIN,1.18142962
9,1217,6.42335892,30,CORPLOG,1.33937502
6,1292,5.22598886,152.3,VIRGIN,1.25728369
4,939.6,3.72890592,92.2,SETTLE,1.33808827
5,830.2,4.43833685,20,SETTLE,1.44655585
6,1192,7.23307896,10,VIRGIN,0.04236537
5,970.7,6.1395359,50.99,VIRGIN,1.89808238
6,908.9,6.57194281,94.34,LT-SEL,1.9892292
6,1054,5.7054162,165.5,LT-SEL,1.80152321
5,1145,5.12563515,152.3,VIRGIN,0.26586017
3,917.7,4.81174707,136,VIRGIN,1.04708278
2,1121,5.36382103,281.6,LT-SEL,1.03253949
4,1134,5.10715389,64.03,VIRGIN,1.64530134
2,1019,5.61283112,476.3,VIRGIN,1.99964607
1,1447,4.44888878,89.44,VIRGIN,1.07812107
5,1015,6.66399097,255,SETTLE,0.05800001
2,1318,4.82635307,198,VIRGIN,1.98695123
2,1267,5.57712603,44.72,VIRGIN,1.31413603
4,1487,3.95891809,262.5,CORPLOG,1.49446619
2,1113,3.4010179,84.85,VIRGIN,1.94633472
2,1504,4.49612808,218.4,VIRGIN,1.97598147
4,834.5,5.5891118,22.36,LT-SEL,1.9692086
6,1313,7.65364122,31.62,VIRGIN,0.5550251
5,1310,5.38711596,141.4,VIRGIN,1.42787206
3,859.8,6.00051403,89.44,LT-SEL,0.8724767
5,1533,4.52862883,337.3,VIRGIN,0.65501821
3,910,5.95543623,14.14,SETTLE,0.57244837
4,859.5,7.11973906,104.4,LT-SEL,1.06107688
3,793.7,10.53,0,SETTLE,1.68462086
6,802.3,6.070086,90.55,SETTLE,0.3981379
4,1504,4.37374115,237.1,VIRGIN,1.65584207
5,551.7,7.12312412,14.14,LT-SEL,0.96440923
1,683.7,4.15644693,22.36,LT-SEL,1.9521364
2,444.2,4.41574621,28.28,LT-SEL,0.16297245
5,437.7,6.78083277,0,LT-SEL,1.79770136
3,595.6,4.46126795,250.8,LT-SEL,0.97821885
2,584,4.80739689,108.2,LT-SEL,1.51250339
1,606.2,3.7613709,252.4,LT-SEL,0.05484751
3,941,4.39282799,320.6,LT-SEL,1.68158853
4,613.4,4.98365498,36.06,LT-SEL,1.85831022
4,510.3,8.76585293,312.6,LT-SEL,1.50207818
4,457.3,9.2308197,28.28,LT-SEL,1.1679101
6,544.6,8.5399971,160,LT-SEL,1.12592888
3,581.1,4.57624388,64.03,LT-SEL,1.7887274
6,582.7,6.23814106,176.9,LT-SEL,0.34974054
1,670.8,4.5713501,462.4,LT-SEL,0.64879811
2,584.3,6.47289991,85.44,LT-SEL,1.77505493
2,607,4.79977417,114,LT-SEL,1.38205504
3,574.8,4.37171078,0,LT-SEL,1.66967678
3,608.7,3.64123893,36.06,LT-SEL,1.90694547
5,574.8,4.37171078,0,LT-SEL,1.66967678
5,608.7,3.64123893,36.06,LT-SEL,1.90694547
5,607.8,5.16231585,28.28,LT-SEL,0.57169908
2,592.6,5.35637188,31.62,LT-SEL,0.31793281
5,565.1,5.09103489,50,LT-SEL,0.76325756
5,481.8,4.45236206,14.14,LT-SEL,1.9872098
3,603,6.0051198,36.06,LT-SEL,0.41018903
4,614.6,5.21767616,382.1,LT-SEL,1.82649243
1,691.1,5.42046499,317.6,LT-SEL,1.38211691
4,650.8,3.88353205,386.4,LT-SEL,1.94824541
5,659.7,7.15281677,10,LT-SEL,1.83896255
4,413.1,6.75950623,10,LT-SEL,1.86838758
3,443.3,8.6936121,10,LT-SEL,0.42805532
4,351,5.04492712,92.2,LT-SEL,1.98913229
1,326.3,6.51829004,40,LT-SEL,1.96703136
2,562.8,5.2535038,620.1,LT-SEL,0.89792567
2,578.9,8.87221527,560.4,LT-SEL,0.00473134
4,381,9.631917,120.4,LT-SEL,0.5425055
3,362.4,6.63645792,85.44,LT-SEL,0.19415538
2,352.1,4.38337517,128.1,LT-SEL,0.13132447
4,376.4,12.55,20,CORPLOG,0.61370921
4,444.3,7.50882721,0,CORPLOG,1.57979429
5,414,8.91287422,72.11,CORPLOG,1.10765398
7,294,4.97123289,553.6,LT-SEL,1.23914731
6,283.6,7.5401268,234.1,LT-SEL,1.94689631
2,544.1,5.79644585,502.2,SETTLE,1.52776837
2,539.9,4.75019789,471,SETTLE,1.08705258
2,560.7,9.52658463,14.14,SETTLE,0.02793757
2,560.8,13.69,22.36,SETTLE,0.00157059
1,574.9,6.78551006,10,SETTLE,0.20727427
1,575.5,7.93383789,10,SETTLE,0.03299378
3,734.6,7.93976402,162.8,LT-SEL,0.00156734
3,642,11.77,30,LT-SEL,0.23307547
5,734.6,7.93976402,162.8,LT-SEL,0.00156734
5,642,11.77,30,LT-SEL,0.23307547
2,686.2,4.92977715,161.2,LT-SEL,1.99187672
2,568.4,5.62893295,152.6,SETTLE,1.98129249
5,655.2,10.57,120,LT-SEL,0.89269853
5,656.8,5.12628078,170.3,LT-SEL,1.4825213
2,541.9,7.33280897,0,LT-SEL,1.96483958
2,582,7.00764608,287.9,SETTLE,0.00125724
2,561.2,7.04439116,67.08,SETTLE,1.99568403
2,561.2,7.04439116,67.08,SETTLE,1.99568403
3,533,7.59922695,281.6,CORPLOG,0.04021897
1,564.9,5.35143995,63.25,SETTLE,0.12554877
1,564.9,5.35143995,63.25,SETTLE,0.12554877
7,1320,6.28242493,340.1,LT-SEL,1.9509455
6,1016,5.26976299,371.1,LT-SEL,1.89836729
6,835,12.85,20,LT-SEL,1.24775505
6,849.2,5.58167601,50,LT-SEL,0.86523265
5,835,12.85,20,LT-SEL,1.24775505
5,849.2,5.58167601,50,LT-SEL,0.86523265
1,847,13.13,14.14,LT-SEL,0.98592901
3,1342,4.98367977,368.8,LT-SEL,1.98102522
4,873.4,4.89006901,360.1,LT-SEL,0.68368012
4,844,11.09,290,LT-SEL,0.00088448
5,873.4,4.89006901,360.1,LT-SEL,0.68368012
5,844,11.09,290,LT-SEL,0.00088448
2,557.9,7.67933702,31.62,SETTLE,0.15679471
2,557.6,9.06960964,53.85,SETTLE,0.05729013
2,564.4,5.86814404,127.3,SETTLE,0.00039218
2,567.8,5.55615997,98.49,SETTLE,0.00440599
6,765.8,14.86,28.28,LT-SEL,1.17353928
4,801.9,6.44111204,30,LT-SEL,1.82316864
4,826.9,9.59527683,182.5,VIRGIN,0.11288474
6,878.1,4.22118807,269.3,VIRGIN,0.13745199
2,856.9,5.56587315,274.6,VIRGIN,0.30356991
8,878.6,6.75739098,332.4,VIRGIN,1.46386683
3,825.1,4.45061207,282.3,LT-SEL,1.53021932
1,752.1,5.68210793,138.9,LT-SEL,1.65333867
4,824.8,5.79534483,276.6,LT-SEL,1.82273567
5,695.6,6.24271822,50,LT-SEL,0.1771037
4,691.6,6.29905796,31.62,LT-SEL,0.33384511
2,989.1,5.10037804,41.23,VIRGIN,1.54630566
2,977.2,5.02160406,50,VIRGIN,1.81999981
3,981,4.91572905,310,LT-SEL,1.92202568
5,867.9,5.78856421,131.5,LT-SEL,0.53635287
5,973.9,3.94396496,319.1,VIRGIN,1.76937187
3,1005,4.36587381,457.1,LT-SEL,1.99468899
4,1157,5.75363302,444.1,LT-SEL,1.46871626
3,1028,4.96405697,348.3,LT-SEL,1.30823386
1,1007,5.69545317,500,LT-SEL,1.952703
5,1159,5.15753603,10,LT-SEL,1.95637286
5,1146,7.36486483,0,LT-SEL,1.88762975
2,1333,5.41245985,376.4,LT-SEL,1.9929235
5,1344,3.04050398,398.2,CORPLOG,1.58515894
5,1340,3.746557,340.6,LT-SEL,1.40069044
1,1344,3.04050398,398.2,CORPLOG,1.58515894
1,1340,3.746557,340.6,LT-SEL,1.40069044
1,837.6,4.87984896,196.5,VIRGIN,0.72863096
1,1032,4.56351089,230.9,VIRGIN,0.23542055
1,1037,4.42560577,192.1,VIRGIN,0.00839497
1,1032,4.56351089,230.9,VIRGIN,0.23542055
1,1037,4.42560577,192.1,VIRGIN,0.00839497
2,1045,4.07218313,165.5,VIRGIN,1.50721908
2,1043,4.91897202,188.7,VIRGIN,0.32509822
2,1045,4.07218313,165.5,VIRGIN,1.50721908
2,1043,4.91897202,188.7,VIRGIN,0.32509822
1,1208,4.45285082,323.1,VIRGIN,0.69308567
4,1194,5.44546223,262.5,VIRGIN,1.3294394
5,1145,5.5572629,70.71,VIRGIN,1.75546396
5,1146,5.95054483,60,VIRGIN,1.59169459
2,1026,4.5679822,222,VIRGIN,1.75454366
1,1094,4.97013807,339.4,VIRGIN,1.48460436
3,634.4,5.45497513,41.23,LT-SEL,0.0287911
3,635.9,4.72930098,63.25,LT-SEL,1.47768724
5,634.4,5.45497513,41.23,LT-SEL,0.0287911
5,635.9,4.72930098,63.25,LT-SEL,1.47768724
1,739.9,12.91,20,LT-SEL,0.65608776
7,1039,9.18652821,298.3,CORPLOG,1.81349933
7,1235,3.47877789,538.5,CORPLOG,0.5094682
3,1039,9.18652821,298.3,CORPLOG,1.81349933
3,1235,3.47877789,538.5,CORPLOG,0.5094682
6,869.1,6.01650381,400.5,CORPLOG,1.33280563
9,747.2,3.0670929,134.5,CORPLOG,1.30697095
6,875.6,6.09805298,70,CORPLOG,0.677715
8,1341,6.82645702,230.9,CORPLOG,0.61220247
9,1403,3.42729807,254.6,CORPLOG,1.728374
9,1016,10.74,14.14,CORPLOG,1.62306941
6,1069,11,518.7,CORPLOG,0.35785863
5,830.7,6.80383396,243.5,CORPLOG,1.59919667
5,1218,6.12011099,328,CORPLOG,0.30034104
3,1184,7.96979904,233.2,CORPLOG,1.99014974
3,1233,6.84657001,246,CORPLOG,1.99071717
4,1184,7.96979904,233.2,CORPLOG,1.99014974
4,1233,6.84657001,246,CORPLOG,1.99071717
5,1244,3.77997994,304.1,CORPLOG,0.21873197
9,1210,4.27599001,340,CORPLOG,1.99066961
6,1039,3.77942109,85.44,CORPLOG,1.9984864
7,837.1,4.84279108,30,CORPLOG,1.64344513
9,871.1,4.23926306,228.3,CORPLOG,1.97626412
4,872.5,5.4088521,28.28,CORPLOG,1.75887847
1,1788,8.19665146,340.1,VIRGIN,0.64475149
2,615.5,5.21226883,325.3,CORPLOG,1.4105072
2,615.8,4.88271093,312.4,CORPLOG,1.42708814
3,513.9,4.11865282,50,LT-SEL,0.77013725
1,535.6,11.23,0,CORPLOG,1.88379848
3,529.6,13.19,14.14,CORPLOG,1.3555007
2,685.7,2.85963798,134.5,SETTLE,1.99108016
7,1142,6.27367687,104.4,VIRGIN,1.72932732
2,846.9,5.27617598,156.5,SETTLE,1.05734277
6,481.2,8.16351509,22.36,SETTLE,1.78618538
3,793.2,5.18762207,162.8,LT-SEL,1.55040586
3,668.3,7.41813707,31.62,LT-SEL,0.7939592
6,1105,5.19077492,510.4,LT-SEL,1.10464573
4,1156,4.69150686,100.5,VIRGIN,0.00010604
3,868.6,4.19547987,10,LT-SEL,1.99462616
5,570.9,5.6543622,111.8,SETTLE,1.82397294
6,499,4.78524113,0,SETTLE,1.8333087
3,520.8,6.274508,223.6,SETTLE,0.48980144
5,665.4,8.30241776,44.72,SETTLE,0.6085996
2,477.9,3.82446599,265.7,SETTLE,1.75276554
3,1134,4.89729977,323.9,LT-SEL,0.01540122
5,727.3,8.68338013,76.16,CORPLOG,0.95189542
4,794.6,5.66874599,222,CORPLOG,1.4514854
6,1045,6.129879,478.5,CORPLOG,0.75084043
2,1046,4.70227289,174.6,CORPLOG,0.14972015
3,625.4,6.61356688,0,CORPLOG,1.08054709
5,692.1,3.43232608,14.14,LT-SEL,1.50063932
2,519.4,5.89361095,30,LT-SEL,0.08217167
6,515,4.93370914,30,LT-SEL,1.98772144
6,560.2,4.41181278,50,LT-SEL,0.90332949
5,542,4.44973183,70,LT-SEL,1.84827554
2,765.7,6.03690386,60,LT-SEL,1.74244332
4,729.9,4.44501495,22.36,LT-SEL,1.93641543
7,807.6,4.18507719,143.2,VIRGIN,1.96028626
4,889.3,6.29757309,63.25,LT-SEL,1.37244511
6,731.9,4.51683092,63.25,LT-SEL,1.96872222
9,913.5,13.43,0,CORPLOG,1.02344894
5,1012,4.34807777,80.62,CORPLOG,0.56770891
7,1055,3.79208398,10,CORPLOG,1.72663224
7,1266,3.30599499,456.9,CORPLOG,1.73231208
2,592.6,5.35637188,31.62,LT-SEL,0.31793281
5,567.5,5.59590483,56.57,LT-SEL,0.55508697
1,688.1,4.52183485,326.5,LT-SEL,1.58126616
4,650.8,3.88353205,386.4,LT-SEL,1.94824541
5,659.7,7.15281677,10,LT-SEL,1.83896255
4,413.1,6.75950623,10,LT-SEL,1.86838758
3,443.3,8.6936121,10,LT-SEL,0.42805532
4,1317,6.85952902,340.1,LT-SEL,1.76574755
5,1015,5.6513648,377,LT-SEL,1.95271218
6,835,12.85,20,LT-SEL,1.24775505
1,847,13.13,14.14,LT-SEL,0.98592901
4,873.4,4.89006901,360.1,LT-SEL,0.68368012
5,768.7,5.03861618,41.23,LT-SEL,1.05862534
4,802.1,6.39912319,30,LT-SEL,1.6838007
3,828.9,4.77252579,180.3,VIRGIN,0.38256145
3,885.6,5.9630332,247,VIRGIN,0.1500562
2,856.9,5.56587315,274.6,VIRGIN,0.30356991
3,879.5,5.9129591,325.3,VIRGIN,1.99690104
2,824.4,4.93527794,268.3,LT-SEL,1.99971688
1,752.1,5.68210793,138.9,LT-SEL,1.65333867
4,824.8,5.79534483,276.6,LT-SEL,1.82273567
5,695.6,6.24271822,50,LT-SEL,0.1771037
5,716.2,5.72402906,85.44,LT-SEL,0.22148336
5,867.9,5.78856421,131.5,LT-SEL,0.53635287
5,973.9,3.94396496,319.1,VIRGIN,1.76937187
3,1005,4.36587381,457.1,LT-SEL,1.99468899
4,1157,5.75363302,444.1,LT-SEL,1.46871626
4,877.2,4.17201519,76.16,SETTLE,0.10079743
1,1007,5.69545317,500,LT-SEL,1.952703
5,1340,3.746557,340.6,LT-SEL,1.40069044
1,1208,4.45285082,323.1,VIRGIN,0.69308567
4,1194,5.44546223,262.5,VIRGIN,1.3294394
3,869.1,6.01650381,400.5,CORPLOG,1.33280563
6,746.2,3.34025192,141.4,CORPLOG,0.56759202
6,875.6,6.09805298,70,CORPLOG,0.677715
4,1341,6.82645702,230.9,CORPLOG,0.61220247
7,1401,3.72033095,261.7,CORPLOG,0.87426198
7,1015,7.2793231,10,CORPLOG,1.74708641
5,830.7,6.80383396,243.5,CORPLOG,1.59919667
5,1215,7.06757402,330.2,CORPLOG,0.8526659
5,1242,3.91121697,299.7,CORPLOG,0.02557052
6,1213,4.18668318,335.4,CORPLOG,1.99994481
7,837.1,4.84279108,30,CORPLOG,1.64344513
5,866.8,4.58699608,223.6,CORPLOG,1.96057272
4,870.8,11.76,36.06,CORPLOG,1.95062649
2,610.2,8.30595207,14.14,SETTLE,0.92351192
1,444.3,7.50882721,0,CORPLOG,1.57979429
4,477,5.58730984,134.2,LT-SEL,0.10092436
5,461.8,4.41563416,31.62,LT-SEL,1.43245673
5,536.5,8.71831703,684.5,CORPLOG,1.93443501
6,675.7,5.40663099,84.85,SETTLE,0.04508607
5,815.6,3.75619507,167.6,SETTLE,0.04038979
3,1047,4.25630522,202.5,LT-SEL,0.84465969
2,627.1,7.26412916,141.4,SETTLE,0.06010094
2,561,6.0435648,58.31,SETTLE,0.00982584
4,695.8,4.80601501,80,SETTLE,0.19846542
5,375.8,3.22985697,116.6,LT-SEL,1.97270501
1,457.5,5.35845184,277.8,CORPLOG,1.76932335
6,670.9,4.81561184,63.25,SETTLE,0.25890195
2,741,4.35483885,327.6,LT-SEL,0.09755319
3,665.5,4.77475882,194.2,SETTLE,1.9732815
3,728,3.507025,98.49,SETTLE,1.44477355
6,639.7,4.60362005,219.3,CORPLOG,0.43321049
7,607.9,4.88558483,176.9,CORPLOG,0.69500518
7,559.9,6.21907806,56.57,SETTLE,0.1355439
2,596,6.70702505,36.06,SETTLE,1.75447106
2,636,4.69217587,40,SETTLE,0.4367761
3,683.5,3.98786211,107.7,SETTLE,1.06676805
3,1246,5.84751987,90.55,LT-SEL,0.35587126
8,641.5,7.43696022,31.62,SETTLE,1.8347168
2,643.6,11.16,10,SETTLE,0.59961832
6,678.9,7.06037712,50,SETTLE,0.57363808
3,685,6.75654221,20,SETTLE,1.0171293
2,727.7,4.90957689,50,SETTLE,1.39025867
5,1030,7.45590305,31.62,CORPLOG,0.04601113
7,743.3,7.8506732,53.85,SETTLE,1.83959341
2,794.4,8.83848763,20,SETTLE,0.96674949
2,813.5,4.94565392,56.57,SETTLE,1.23482418
7,803.1,5.93446589,14.14,SETTLE,1.09419429
3,838.7,4.44005394,0,SETTLE,0.87740606
8,960.8,7.44308996,22.36,SETTLE,0.46822155
6,884.4,7.06824207,98.49,SETTLE,0.35371491
3,840.7,8.79245758,20,SETTLE,1.35314965
4,1032,4.85315895,183.8,CORPLOG,1.97692657
1,919.5,6.20673513,50,SETTLE,1.07908046
3,917.7,4.81174707,136,VIRGIN,1.04708278
1,1121,5.36382103,281.6,LT-SEL,1.03253949
1,628.4,3.91855192,120.4,LT-SEL,0.04478073
3,683.7,4.15644693,22.36,LT-SEL,1.9521364
5,444.2,4.41574621,28.28,LT-SEL,0.16297245
6,595.6,4.46126795,250.8,LT-SEL,0.97821885
6,584,4.80739689,108.2,LT-SEL,1.51250339
1,598.8,4.82904005,210.2,LT-SEL,0.72464001
3,606.2,3.7613709,252.4,LT-SEL,0.05484751
4,848.2,5.35887814,336.2,LT-SEL,1.92619395
1,625.5,4.68501806,63.25,LT-SEL,0.0068528
1,510.3,8.76585293,312.6,LT-SEL,1.50207818
3,717.4,4.51472521,460,LT-SEL,1.14009523
5,794,3.75529408,360.6,LT-SEL,1.98356032
2,503.2,4.64458084,355.1,CORPLOG,0.72824824
1,817.5,8.70455647,465.3,LT-SEL,0.81304598
5,840.3,7.90501118,408,LT-SEL,1.70904732
6,568.9,10.67,250.8,LT-SEL,1.20157778
3,581.1,4.57624388,64.03,LT-SEL,1.7887274
3,582.7,6.23814106,176.9,LT-SEL,0.34974054
4,590,4.69755602,474.3,CORPLOG,0.84226847
2,681.4,4.70516014,506,LT-SEL,0.88299614
2,676.1,5.47057295,200,LT-SEL,1.1176964
2,661.4,4.68295383,127.3,LT-SEL,1.97888565
5,637.3,4.85419703,300.8,LT-SEL,0.02940879
5,584.3,6.47289991,85.44,LT-SEL,1.77505493
5,607,4.79977417,114,LT-SEL,1.38205504
2,607.8,5.16231585,28.28,LT-SEL,0.57169908
1,592.6,5.35637188,31.62,LT-SEL,0.31793281
5,603,6.0051198,36.06,LT-SEL,0.41018903
5,614.6,5.21767616,382.1,LT-SEL,1.82649243
5,669.3,9.71498203,378.5,LT-SEL,1.50664282
3,691.1,5.42046499,317.6,LT-SEL,1.38211691
5,611.7,10.24,197.2,LT-SEL,0.00886668
1,690.8,4.80152607,230,LT-SEL,0.52077001
6,663.5,4.75779009,383.3,LT-SEL,1.99991763
3,673.2,5.40900183,520.1,LT-SEL,1.75601733
1,514.3,3.77509809,150,LT-SEL,1.48247421
6,446.6,4.69749117,50,LT-SEL,1.50944912
2,413.1,6.75950623,10,LT-SEL,1.86838758
5,443.3,8.6936121,10,LT-SEL,0.42805532
4,478.2,5.47542715,100.5,LT-SEL,0.44149759
5,339.8,5.53444195,50,LT-SEL,1.30991566
6,351,5.04492712,92.2,LT-SEL,1.98913229
4,326.3,6.51829004,40,LT-SEL,1.96703136
5,362.6,4.59075308,31.62,LT-SEL,0.01060447
6,368.7,4.95879889,127.3,LT-SEL,0.24951959
4,379.4,4.40113401,64.03,LT-SEL,0.0154725
6,564.8,5.63021421,138.9,LT-SEL,1.24359202
2,605.9,3.48094106,130.4,LT-SEL,1.99760628
5,594.8,5.8831768,278.9,LT-SEL,1.45682681
3,592.6,4.91427422,100,LT-SEL,1.35003245
3,562.8,5.2535038,620.1,LT-SEL,0.89792567
3,578.9,8.87221527,560.4,LT-SEL,0.00473134
2,562.8,5.2535038,620.1,LT-SEL,0.89792567
2,578.9,8.87221527,560.4,LT-SEL,0.00473134
3,561.5,3.56035495,667.1,LT-SEL,0.38941371
3,562,4.10381317,664.8,LT-SEL,0.55525863
4,561.5,3.56035495,667.1,LT-SEL,0.38941371
4,562,4.10381317,664.8,LT-SEL,0.55525863
3,662.6,4.68487406,466.9,LT-SEL,0.30797628
3,677.8,4.51414013,504.5,LT-SEL,0.49305943
4,662.6,4.68487406,466.9,LT-SEL,0.30797628
4,677.8,4.51414013,504.5,LT-SEL,0.49305943
2,601.9,4.73188114,332.4,LT-SEL,1.94799662
2,602.6,3.24253392,325.6,LT-SEL,1.90431786
1,381,9.631917,120.4,LT-SEL,0.5425055
2,615.2,4.56351614,503.3,CORPLOG,0.58080691
3,578.2,8.48253059,457.9,CORPLOG,0.35673663
1,376.4,12.55,20,CORPLOG,0.61370921
6,407.6,5.54437208,170.3,CORPLOG,0.72769904
5,389.1,8.76318359,30,CORPLOG,1.17887866
1,444.3,7.50882721,0,CORPLOG,1.57979429
3,301.6,5.40006924,957.5,LT-SEL,0.81457144
2,414,8.91287422,72.11,CORPLOG,1.10765398
9,266.7,9.18743038,645.6,LT-SEL,0.99610078
9,294,4.97123289,553.6,LT-SEL,1.23914731
2,283.6,7.5401268,234.1,LT-SEL,1.94689631
5,544.1,6.66943598,398.2,SETTLE,1.41355217
5,543.3,6.1997962,492.4,SETTLE,0.31048426
3,550.7,5.81284523,141.4,SETTLE,1.50991607
3,551.4,5.55141211,138.9,SETTLE,1.15315318
3,544.6,7.94175386,165.5,SETTLE,0.02136434
3,546.4,6.42680311,238.5,SETTLE,1.66489065
3,734.6,7.93976402,162.8,LT-SEL,0.00156734
3,642,11.77,30,LT-SEL,0.23307547
3,541.9,7.33280897,0,LT-SEL,1.96483958
3,582,7.00764608,287.9,SETTLE,0.00125724
3,612.6,25,14.14,LT-SEL,1.55678284
3,639.4,5.7957592,84.85,LT-SEL,0.00145035
3,561.2,7.04439116,67.08,SETTLE,1.99568403
3,561.2,7.04439116,67.08,SETTLE,1.99568403
3,533,7.59922695,281.6,CORPLOG,0.04021897
3,564.9,5.35143995,63.25,SETTLE,0.12554877
3,564.9,5.35143995,63.25,SETTLE,0.12554877
4,564.9,5.35143995,63.25,SETTLE,0.12554877
4,564.9,5.35143995,63.25,SETTLE,0.12554877
4,1020,7.13305187,668.5,LT-SEL,0.76673138
1,564.4,5.86814404,127.3,SETTLE,0.00039218
1,567.8,5.55615997,98.49,SETTLE,0.00440599
4,1270,4.32390404,378.5,LT-SEL,1.34111524
4,1272,4.72379398,400.2,LT-SEL,0.67986631
3,634.4,5.45497513,41.23,LT-SEL,0.0287911
3,635.9,4.72930098,63.25,LT-SEL,1.47768724
2,557.7,9.8948946,0,SETTLE,0.0027586
2,605.6,5.32107878,233.5,SETTLE,0.00496257
3,634.5,5.45645189,458.9,SETTLE,1.30617785
3,625.7,4.7858181,258.1,SETTLE,0.00643989
3,653.8,3.71827412,304.1,CORPLOG,0.96199751
1,615.5,5.21226883,325.3,CORPLOG,1.4105072
1,615.8,4.88271093,312.4,CORPLOG,1.42708814
2,615.5,5.21226883,325.3,CORPLOG,1.4105072
2,615.8,4.88271093,312.4,CORPLOG,1.42708814
3,635.6,3.92656112,580.1,LT-SEL,1.29184175
3,629.6,3.24016094,744.6,LT-SEL,1.54054296
1,513.9,4.11865282,50,LT-SEL,0.77013725
3,546.8,5.28576708,568.6,LT-SEL,0.4036507
2,568.2,5.091959,491.9,LT-SEL,0.28753668
3,523.9,5.99377823,120.4,LT-SEL,1.93434393
2,531.5,5.92860079,70,LT-SEL,1.78323567
2,523.9,5.99377823,120.4,LT-SEL,1.93434393
3,497.5,3.93254805,78.1,LT-SEL,1.99414933
3,584.3,4.62709618,166.4,LT-SEL,0.01241237
3,529.6,13.19,14.14,CORPLOG,1.3555007
2,481.2,8.16351509,22.36,SETTLE,1.78618538
4,557.9,5.89434814,297,SETTLE,0.62093151
3,499,4.78524113,0,SETTLE,1.8333087
7,520.8,6.274508,223.6,SETTLE,0.48980144
4,477.9,3.82446599,265.7,SETTLE,1.75276554
3,551.3,7.76154518,362.4,SETTLE,0.02025689
2,614.1,4.04449987,236,LT-SEL,1.99747658
2,854.3,7.90600777,391.2,LT-SEL,1.22453189
1,592.6,5.35637188,31.62,LT-SEL,0.31793281
5,669.3,9.71498203,378.5,LT-SEL,1.50664282
3,688.1,4.52183485,326.5,LT-SEL,1.58126616
5,611.7,10.24,197.2,LT-SEL,0.00886668
1,690.8,4.80152607,230,LT-SEL,0.52077001
6,663.5,4.75779009,383.3,LT-SEL,1.99991763
3,673.2,5.40900183,520.1,LT-SEL,1.75601733
1,514.3,3.77509809,150,LT-SEL,1.48247421
6,446.6,4.69749117,50,LT-SEL,1.50944912
2,413.1,6.75950623,10,LT-SEL,1.86838758
5,443.3,8.6936121,10,LT-SEL,0.42805532
4,1020,7.13305187,668.5,LT-SEL,0.76673138
4,646.7,5.14371109,530.8,CORPLOG,0.40140387
1,500.4,6.98623323,98.49,SETTLE,1.98559523
2,695.8,4.80601501,80,SETTLE,0.19846542
