cover,elev,tci,streamdist,disturb,beers
1,1344,3.04050398,398.2,CORPLOG,1.58515894
1,1340,3.746557,340.6,LT-SEL,1.40069044
4,795.7,4.36413383,161.2,VIRGIN,1.10318363
4,838.2,4.83716297,292.1,VIRGIN,0.23263745
5,795.7,4.36413383,161.2,VIRGIN,1.10318363
5,838.2,4.83716297,292.1,VIRGIN,0.23263745
5,837.6,4.87984896,196.5,VIRGIN,0.72863096
5,980.8,5.23787689,103,VIRGIN,0.0200501
4,975.6,5.42997122,225.6,VIRGIN,0.01604473
3,1085,4.38513994,250.8,VIRGIN,0.0084945
5,1083,3.96842194,350,VIRGIN,0.02346547
1,895.5,4.55552483,266.8,VIRGIN,0.1705413
5,1032,4.56351089,230.9,VIRGIN,0.23542055
5,1037,4.42560577,192.1,VIRGIN,0.00839497
5,1032,4.56351089,230.9,VIRGIN,0.23542055
5,1037,4.42560577,192.1,VIRGIN,0.00839497
1,1045,4.07218313,165.5,VIRGIN,1.50721908
1,1043,4.91897202,188.7,VIRGIN,0.32509822
3,1045,4.07218313,165.5,VIRGIN,1.50721908
3,1043,4.91897202,188.7,VIRGIN,0.32509822
3,1270,4.32390404,378.5,LT-SEL,1.34111524
3,1272,4.72379398,400.2,LT-SEL,0.67986631
2,1094,4.97013807,339.4,VIRGIN,1.48460436
3,634.4,5.45497513,41.23,LT-SEL,0.0287911
3,635.9,4.72930098,63.25,LT-SEL,1.47768724
2,634.4,5.45497513,41.23,LT-SEL,0.0287911
2,635.9,4.72930098,63.25,LT-SEL,1.47768724
3,548.5,8.74050331,28.28,SETTLE,0.06029712
3,550.8,6.14028502,50.99,SETTLE,0.04529415
1,739.9,12.91,20,LT-SEL,0.65608776
8,1228,4.54504824,523.5,CORPLOG,1.99916589
7,1061,4.80102015,380.8,CORPLOG,0.7448265
4,1069,11,518.7,CORPLOG,0.35785863
5,841.6,4.63745403,192.4,CORPLOG,0.00593386
9,871.1,4.23926306,228.3,CORPLOG,1.97626412
3,557.7,9.8948946,0,SETTLE,0.0027586
3,605.6,5.32107878,233.5,SETTLE,0.00496257
4,634.5,5.45645189,458.9,SETTLE,1.30617785
4,625.7,4.7858181,258.1,SETTLE,0.00643989
3,592.9,4.94061089,715.1,LT-SEL,1.43221831
3,546.8,5.28576708,568.6,LT-SEL,0.4036507
3,568.2,5.091959,491.9,LT-SEL,0.28753668
4,523.9,5.99377823,120.4,LT-SEL,1.93434393
3,531.5,5.92860079,70,LT-SEL,1.78323567
3,584.3,4.62709618,166.4,LT-SEL,0.01241237
3,529.6,13.19,14.14,CORPLOG,1.3555007
4,685.7,2.85963798,134.5,SETTLE,1.99108016
4,791.5,4.28471518,241.9,LT-SEL,1.36048603
3,977.9,5.31354618,167.6,VIRGIN,0.72923952
4,847.5,4.77587986,367.2,SETTLE,0.1850194
6,677.9,4.70957518,224.7,LT-SEL,0.39938617
6,733.4,4.9390192,78.1,LT-SEL,0.98288167
6,715.2,4.53027821,60,LT-SEL,1.57890773
6,611.5,4.12635803,162.8,LT-SEL,1.59431028
5,621.9,4.79130411,266.3,SETTLE,0.11922795
6,766.6,4.24528503,42.43,LT-SEL,0.28675392
6,614,5.35290003,424.4,LT-SEL,1.00221539
6,670.5,6.5122571,460.1,LT-SEL,0.34915021
4,793.2,5.18762207,162.8,LT-SEL,1.55040586
5,1063,5.49046803,89.44,VIRGIN,0.72943074
3,499,4.78524113,0,SETTLE,1.8333087
3,520.8,6.274508,223.6,SETTLE,0.48980144
2,426.1,8.29995441,10,SETTLE,0.00561418
2,1404,3.20450497,292.1,VIRGIN,0.42489693
5,1281,4.68111897,273.1,VIRGIN,1.55080891
5,1128,5.87973595,333.8,VIRGIN,1.14325047
4,477.9,3.82446599,265.7,SETTLE,1.75276554
6,574.9,2.89556694,268.3,SETTLE,1.22159362
2,551.3,7.76154518,362.4,SETTLE,0.02025689
5,546.1,3.85346103,111.8,SETTLE,0.06511604
2,1134,4.89729977,323.9,LT-SEL,0.01540122
6,652.4,3.77350402,116.6,LT-SEL,0.23058602
2,801.8,7.74257517,222,SETTLE,0.09366257
4,782.6,4.27367401,155.6,SETTLE,0.3600322
2,493.4,5.95525885,407.2,SETTLE,0.06867023
3,727.3,8.68338013,76.16,CORPLOG,0.95189542
5,1104,3.98498702,269.3,CORPLOG,0.57578248
6,814.4,3.89545107,192.1,CORPLOG,0.22671548
5,809.6,3.45346689,446.4,SETTLE,0.17216593
5,841.6,4.51717281,60,LT-SEL,0.04000407
5,599.6,3.46307993,111.8,LT-SEL,1.34700453
1,515,4.93370914,30,LT-SEL,1.98772144
1,792.3,6.17558098,20,LT-SEL,0.2937884
6,614.1,4.04449987,236,LT-SEL,1.99747658
5,560.2,4.41181278,50,LT-SEL,0.90332949
3,795.6,5.82482719,104.4,LT-SEL,1.25738037
7,1062,5.24064589,281.6,VIRGIN,1.75214458
5,659.7,4.57649088,164.9,LT-SEL,0.12789017
3,608.1,6.98964882,255.5,LT-SEL,1.24618423
6,627,5.04519796,362.4,LT-SEL,1.63718069
2,576,6.017097,143.2,SETTLE,1.56042576
6,1082,5.05343485,320.2,LT-SEL,0.00232392
5,903.5,3.88958097,378.5,LT-SEL,0.03934398
6,731.9,4.51683092,63.25,LT-SEL,1.96872222
4,537.9,5.89669991,532.6,SETTLE,1.48543215
4,797.7,4.39382887,407.9,LT-SEL,1.68599701
4,1231,4.83758593,402.6,CORPLOG,0.07080857
2,592.6,5.35637188,31.62,LT-SEL,0.31793281
1,669.3,9.71498203,378.5,LT-SEL,1.50664282
5,688.1,4.52183485,326.5,LT-SEL,1.58126616
3,611.7,10.24,197.2,LT-SEL,0.00886668
4,690.8,4.80152607,230,LT-SEL,0.52077001
1,650.8,3.88353205,386.4,LT-SEL,1.94824541
4,663.5,4.75779009,383.3,LT-SEL,1.99991763
3,673.2,5.40900183,520.1,LT-SEL,1.75601733
4,680.2,4.7884531,460,LT-SEL,0.00010672
4,676.8,3.841851,237.1,LT-SEL,1.47897458
6,760.6,5.57019711,255,LT-SEL,0.94494045
6,750.6,7.00905085,301.5,LT-SEL,0.12922165
5,514.3,3.77509809,150,LT-SEL,1.48247421
4,446.6,4.69749117,50,LT-SEL,1.50944912
5,518.3,4.35624313,220,LT-SEL,0.6318047
2,1102,3.95086193,510,VIRGIN,1.13933945
6,1160,5.17023802,406.1,VIRGIN,0.41092247
6,1043,5.71662712,484.1,LT-SEL,0.01242091
5,1051,6.98951197,367.7,VIRGIN,1.84160626
6,871,4.15861702,111.8,LT-SEL,1.62318277
4,1020,7.13305187,668.5,LT-SEL,0.76673138
6,1067,5.37263489,377.4,VIRGIN,0.86190045
4,791.4,5.20167923,158.1,LT-SEL,1.53286242
3,802.1,6.39912319,30,LT-SEL,1.6838007
4,919.4,5.90393496,522,LT-SEL,1.31757283
5,885.6,5.9630332,247,VIRGIN,0.1500562
1,856.9,5.56587315,274.6,VIRGIN,0.30356991
5,760.3,4.44317198,214.7,LT-SEL,1.91494739
5,824.4,4.93527794,268.3,LT-SEL,1.99971688
5,732,5.14127302,114,LT-SEL,0.21150754
5,716.2,5.72402906,85.44,LT-SEL,0.22148336
1,867.9,5.78856421,131.5,LT-SEL,0.53635287
6,915.3,4.63796282,171.2,LT-SEL,0.78173882
5,1051,3.08675504,491.6,LT-SEL,1.2250576
3,1005,4.36587381,457.1,LT-SEL,1.99468899
1,1157,5.75363302,444.1,LT-SEL,1.46871626
6,1164,5.35513592,322,LT-SEL,1.15807784
2,1283,4.98792124,673.6,VIRGIN,1.97966194
2,877.2,4.17201519,76.16,SETTLE,0.10079743
1,1340,3.746557,340.6,LT-SEL,1.40069044
3,1268,4.28260088,376.6,LT-SEL,0.94636959
6,1229,4.56738806,518.7,CORPLOG,1.99998355
6,866.8,4.58699608,223.6,CORPLOG,1.96057272
2,614.4,5.70389414,42.43,SETTLE,0.03799262
1,681.4,4.70516014,506,LT-SEL,0.88299614
1,611.9,3.47198105,150,LT-SEL,0.13187182
3,1129,6.77596188,80.62,CORPLOG,0.01942914
1,1660,5.70145988,490.9,CORPLOG,0.22442864
1,1522,8.226861,567.3,CORPLOG,0.00438594
2,1287,5.35516787,64.03,CORPLOG,0.81944621
5,1536,5.75886917,80.62,CORPLOG,0.70312285
2,1435,6.31638908,396.6,CORPLOG,0.3883684
4,1891,5.37241793,545.7,LT-SEL,1.14330769
1,1443,5.16330814,312.4,VIRGIN,1.81036782
4,1444,4.96249819,339.4,CORPLOG,1.62228382
4,1409,4.07326698,240.4,CORPLOG,0.70675302
5,1712,3.82358599,454,VIRGIN,0.83408785
9,1722,3.89376211,453.4,LT-SEL,1.33325863
1,1640,3.74303794,554.4,LT-SEL,1.97517288
2,1754,3.14552689,492.5,SETTLE,1.47124839
1,1645,5.93481588,230,LT-SEL,0.10068644
3,1404,6.86415911,368.8,CORPLOG,1.35280645
6,1945,5.68206501,492.4,VIRGIN,1.64377141
2,1751,5.41718197,545.9,SETTLE,0.00032873
4,1967,5.66765404,528.9,VIRGIN,1.97855973
7,1935,4.62679195,463.2,VIRGIN,1.43602169
1,893.3,5.07187319,447.2,VIRGIN,0.03951745
1,1036,4.86714411,104.4,VIRGIN,1.05869603
3,1475,4.81182003,284.3,VIRGIN,1.63963902
3,1506,5.11192894,450,VIRGIN,0.72527677
6,1479,5.1713748,169.7,VIRGIN,0.72596312
4,1528,4.65704489,272,VIRGIN,1.44983506
3,1631,5.06719112,226.3,VIRGIN,1.99433064
3,1617,4.75500584,335.4,VIRGIN,0.79982954
5,1531,5.76710176,100,VIRGIN,0.00006311
3,1331,3.96793509,110,VIRGIN,1.99441016
6,1602,4.35585213,170.3,VIRGIN,1.99559772
4,1581,5.41771984,402.2,VIRGIN,1.83788133
4,1411,5.41342497,60,VIRGIN,0.74096042
5,1478,4.73995209,130.4,VIRGIN,0.00065619
7,1560,5.68969488,131.5,VIRGIN,0.10741269
3,1313,4.34098196,304.1,CORPLOG,0.17568083
7,1552,4.73286581,291.5,VIRGIN,0.05336675
3,1388,4.046278,343.7,CORPLOG,1.7975601
8,1506,5.8203392,114,VIRGIN,0.00487236
6,1428,5.56561089,107.7,VIRGIN,0.57186705
4,1537,5.85672903,90,VIRGIN,0.25994888
4,1589,4.98169279,126.5,VIRGIN,1.88765931
3,1355,4.8420682,94.87,VIRGIN,1.99999988
4,1393,5.01549006,110,VIRGIN,1.89144003
3,1352,5.66043615,50,CORPLOG,1.90595651
5,1661,4.66067123,262.5,VIRGIN,1.75796771
3,1434,5.14150095,100,VIRGIN,0.81862253
3,1447,4.01098204,180,VIRGIN,1.92790377
3,1368,5.34712505,10,VIRGIN,1.84739947
4,1551,4.65759611,205.9,VIRGIN,0.7266432
6,1492,4.74397278,468.6,VIRGIN,0.01359078
3,1607,5.94755316,189.7,VIRGIN,1.8502208
6,1581,5.37446785,380.8,VIRGIN,0.43859607
7,1460,5.02210617,358.5,VIRGIN,0.46850893
6,1537,6.07076788,174.6,VIRGIN,0.3168155
4,1578,4.44425106,250,VIRGIN,1.30499375
3,1649,4.70624924,312.4,VIRGIN,1.43359077
4,1510,5.13830709,67.08,VIRGIN,0.02467022
4,1656,5.81335592,78.1,VIRGIN,1.7076962
3,1330,5.24024487,60,VIRGIN,1.9155705
6,1610,3.98690891,120.4,VIRGIN,1.93042755
4,1476,5.41439104,372.2,VIRGIN,1.44459677
3,1434,5.20583916,140,CORPLOG,0.37047526
6,1487,5.43106413,360.6,LT-SEL,0.30659184
5,1532,6.64319992,495,VIRGIN,1.75983322
3,1268,4.32509422,218.4,CORPLOG,0.13333434
5,1557,5.80845594,465.2,LT-SEL,0.00009975
3,1453,4.12310123,233.5,CORPLOG,1.78882146
5,1624,5.96511078,710.2,VIRGIN,0.02898155
6,1550,5.38570213,510.9,LT-SEL,0.49430096
4,1447,3.65149498,272,CORPLOG,1.99434197
4,1510,6.49830914,357.4,VIRGIN,1.15809941
4,1508,4.83186293,224.7,VIRGIN,1.21381962
3,1307,4.50789404,243.5,CORPLOG,0.39189553
4,1508,4.6348362,205.9,CORPLOG,0.12580973
4,1468,8.38594818,53.85,CORPLOG,0.24552575
3,1527,5.39247417,228.5,CORPLOG,1.08734894
4,1556,6.47544193,78.1,CORPLOG,0.40550837
3,1397,5.79966593,76.16,CORPLOG,0.42018211
3,1634,6.37810183,601.4,CORPLOG,0.73674488
3,1382,5.59456015,202.5,CORPLOG,1.85414445
4,1469,5.76541185,111.8,CORPLOG,1.37851441
3,1653,4.62965679,557.3,CORPLOG,0.210328
3,1530,5.86418486,220.2,CORPLOG,0.31311861
3,1376,5.83063412,0,CORPLOG,0.86090636
3,1436,6.11444616,50.99,CORPLOG,1.08829689
5,1704,5.03531504,636,CORPLOG,0.39116263
5,1630,4.83152723,594.8,CORPLOG,0.40142676
4,1704,4.22699785,670.7,CORPLOG,0.02472965
4,1762,4.17316103,662.9,CORPLOG,0.13058402
3,1570,11.85,0,LT-SEL,0.4961189
1,1417,4.43502712,417.7,VIRGIN,0.58852965
8,1800,5.3517909,250,VIRGIN,1.88297582
7,1744,5.08646202,294.1,VIRGIN,1.94503284
7,1711,4.8272438,456.1,VIRGIN,0.90041411
8,1673,4.26575994,593,VIRGIN,0.81883985
8,1685,3.37474489,619.8,VIRGIN,1.97327042
8,1608,5.48555422,436.6,VIRGIN,0.29231822
9,1578,5.59797478,434.2,VIRGIN,0.26608121
4,1504,6.38938713,544.9,LT-SEL,0.04845113
2,1145,5.12563515,152.3,VIRGIN,0.26586017
2,1121,5.36382103,281.6,LT-SEL,1.03253949
2,1487,3.95891809,262.5,CORPLOG,1.49446619
6,1206,4.76958799,10,LT-SEL,1.95786643
1,859.8,6.00051403,89.44,LT-SEL,0.8724767
3,1072,11.15,10,SETTLE,0.53707433
6,1504,4.37374115,237.1,VIRGIN,1.65584207
6,1788,8.19665146,340.1,VIRGIN,0.64475149
6,1918,5.62233591,526.3,VIRGIN,1.44500017
6,1929,5.61357498,563.6,VIRGIN,1.4972105
4,1918,5.62233591,526.3,VIRGIN,1.44500017
4,1929,5.61357498,563.6,VIRGIN,1.4972105
5,1888,5.75559282,836.5,VIRGIN,1.26651835
5,1871,5.83612823,770.6,VIRGIN,1.04116046
3,1888,5.75559282,836.5,VIRGIN,1.26651835
3,1871,5.83612823,770.6,VIRGIN,1.04116046
2,1986,3.81454206,523.5,VIRGIN,1.95193851
2,1982,4.35775614,518.7,VIRGIN,1.82732928
4,1914,5.89898396,829.3,VIRGIN,1.24210036
4,1921,6.05268908,798.1,VIRGIN,1.11031556
2,1956,4.23310614,471.7,VIRGIN,0.27363729
5,1788,8.19665146,340.1,VIRGIN,0.64475149
5,1810,6.23944187,364,VIRGIN,1.44686759
4,1788,8.19665146,340.1,VIRGIN,0.64475149
4,1810,6.23944187,364,VIRGIN,1.44686759
8,1477,5.51860809,331.1,VIRGIN,0.79642361
5,1427,5.54032612,426.4,VIRGIN,0.37540349
1,676.6,6.42327881,212.6,SETTLE,1.26112568
9,1715,5.8489151,247,VIRGIN,0.23344201
6,1804,4.42385101,460.7,VIRGIN,1.9410969
8,1850,5.88755512,333.8,VIRGIN,0.11986513
8,1619,3.82849789,386.4,VIRGIN,1.22334409
8,1399,5.68491888,140,VIRGIN,1.65504479
5,1365,10.23,28.28,VIRGIN,0.41488063
4,1844,5.3425231,544.5,VIRGIN,0.68081403
2,1850,4.68655491,520.4,VIRGIN,0.5862956
3,1951,7.43629313,666.1,VIRGIN,1.12568665
3,1734,3.48653197,271.7,VIRGIN,0.14510037
3,1626,5.62136602,451,VIRGIN,1.66357422
2,1301,5.46626997,10,VIRGIN,1.96320593
5,1276,4.49087477,180.3,VIRGIN,0.98137826
3,809.6,3.45346689,446.4,SETTLE,0.17216593
2,1486,2.980443,425.8,VIRGIN,1.12401295
7,1523,5.66990805,161.2,VIRGIN,1.9708811
5,1580,5.97223902,392.2,VIRGIN,0.20917098
8,1696,4.45553923,114,VIRGIN,0.5687567
8,1783,3.75657892,430.1,VIRGIN,1.97245967
4,1992,4.07164717,440.1,VIRGIN,1.61623299
7,1467,6.62996101,268.7,VIRGIN,0.97062325
2,1497,3.96416092,130.4,VIRGIN,0.00963951
9,1617,4.46796894,191,VIRGIN,0.43551803
9,1842,6.81649017,460.1,VIRGIN,0.39654818
9,1621,5.23728991,455.4,VIRGIN,0.1878792
8,1762,3.93962407,286.4,VIRGIN,1.9866997
1,1947,4.09035587,444.1,VIRGIN,0.00169191
3,1852,5.190166,542.3,VIRGIN,0.63555616
2,1983,3.638129,389,CORPLOG,0.30797893
2,1618,3.45580602,360.1,VIRGIN,1.72977591
3,1616,3.68888807,360,VIRGIN,1.51284003
4,1593,4.14379311,416.2,VIRGIN,0.40295699
1,670.9,4.81561184,63.25,SETTLE,0.25890195
2,741,4.35483885,327.6,LT-SEL,0.09755319
3,607.9,4.88558483,176.9,CORPLOG,0.69500518
2,444.2,4.41574621,28.28,LT-SEL,0.16297245
4,598.8,4.82904005,210.2,LT-SEL,0.72464001
3,606.2,3.7613709,252.4,LT-SEL,0.05484751
6,590,4.69755602,474.3,CORPLOG,0.84226847
4,571.5,5.10388613,266.8,CORPLOG,0.3876434
3,681.4,4.70516014,506,LT-SEL,0.88299614
3,637.3,4.85419703,300.8,LT-SEL,0.02940879
5,603,6.0051198,36.06,LT-SEL,0.41018903
4,351,5.04492712,92.2,LT-SEL,1.98913229
3,326.3,6.51829004,40,LT-SEL,1.96703136
5,362.6,4.59075308,31.62,LT-SEL,0.01060447
3,368.7,4.95879889,127.3,LT-SEL,0.24951959
5,379.4,4.40113401,64.03,LT-SEL,0.0154725
4,603.3,3.52819395,247.6,LT-SEL,1.67021656
3,592.6,4.91427422,100,LT-SEL,1.35003245
3,601.9,4.73188114,332.4,LT-SEL,1.94799662
3,602.6,3.24253392,325.6,LT-SEL,1.90431786
3,611.9,3.47198105,150,LT-SEL,0.13187182
3,407.6,5.54437208,170.3,CORPLOG,0.72769904
3,444.3,7.50882721,0,CORPLOG,1.57979429
4,414,8.91287422,72.11,CORPLOG,1.10765398
4,294,4.97123289,553.6,LT-SEL,1.23914731
5,614.1,4.04449987,236,LT-SEL,1.99747658
7,1067,5.37263489,377.4,VIRGIN,0.86190045
2,760.3,4.44317198,214.7,LT-SEL,1.91494739
1,824.4,4.93527794,268.3,LT-SEL,1.99971688
1,866.8,4.58699608,223.6,CORPLOG,1.96057272
3,1229,4.56738806,518.7,CORPLOG,1.99998355
7,805.8,5.8314662,350,LT-SEL,1.72286224
6,805.8,5.8314662,350,LT-SEL,1.72286224
7,892.9,5.68822098,30,LT-SEL,1.16020334
7,855.4,6.82961988,164.9,LT-SEL,0.41322583
7,767.1,5.01883984,330.2,LT-SEL,0.62745482
6,628.4,3.91855192,120.4,LT-SEL,0.04478073
4,598.8,4.82904005,210.2,LT-SEL,0.72464001
4,606.2,3.7613709,252.4,LT-SEL,0.05484751
6,919.9,5.05614424,156.5,LT-SEL,0.75687164
4,727.2,3.44712996,290.7,LT-SEL,0.69633603
4,727,3.16103697,250.8,LT-SEL,1.41699612
4,717.4,4.51472521,460,LT-SEL,1.14009523
5,706,4.35608196,390.5,LT-SEL,0.16328752
7,758.6,4.72222519,63.25,LT-SEL,1.08114648
3,581.1,4.57624388,64.03,LT-SEL,1.7887274
4,698.4,3.85004401,197,LT-SEL,0.43965831
4,716.1,4.26419878,240.4,LT-SEL,0.10218436
4,709.6,3.68539906,235.4,LT-SEL,1.06184423
4,676.1,5.47057295,200,LT-SEL,1.1176964
6,760.6,5.57019711,255,LT-SEL,0.94494045
7,750.6,7.00905085,301.5,LT-SEL,0.12922165
7,751.5,5.0061202,219.3,LT-SEL,1.67205107
6,752.9,4.58780289,205.2,LT-SEL,0.03474157
5,731.2,4.71225786,169.7,LT-SEL,0.04445076
5,705.1,10.48,98.99,LT-SEL,0.2479222
1,573.9,3.8970089,200,LT-SEL,0.84790725
4,444.3,7.50882721,0,CORPLOG,1.57979429
4,564.6,5.26179314,150,SETTLE,0.18374863
4,564.4,5.37112284,172,SETTLE,0.1506182
3,564.6,5.26179314,150,SETTLE,0.18374863
3,564.4,5.37112284,172,SETTLE,0.1506182
5,871,4.15861702,111.8,LT-SEL,1.62318277
9,1054,4.84549713,341.3,VIRGIN,1.03278947
6,919.4,5.90393496,522,LT-SEL,1.31757283
4,825.1,4.45061207,282.3,LT-SEL,1.53021932
3,1047,4.76592207,344.8,LT-SEL,1.94910014
3,1027,4.88235378,275.9,LT-SEL,1.44029367
3,1047,4.76592207,344.8,LT-SEL,1.94910014
3,1027,4.88235378,275.9,LT-SEL,1.44029367
4,837.6,4.87984896,196.5,VIRGIN,0.72863096
6,1085,4.38513994,250.8,VIRGIN,0.0084945
4,895.5,4.55552483,266.8,VIRGIN,0.1705413
2,1032,4.56351089,230.9,VIRGIN,0.23542055
2,1037,4.42560577,192.1,VIRGIN,0.00839497
4,1228,4.54504824,523.5,CORPLOG,1.99916589
4,1061,4.80102015,380.8,CORPLOG,0.7448265
5,871.1,4.23926306,228.3,CORPLOG,1.97626412
4,733.4,4.9390192,78.1,LT-SEL,0.98288167
8,766.6,4.24528503,42.43,LT-SEL,0.28675392
3,1063,5.49046803,89.44,VIRGIN,0.72943074
8,1273,3.21509695,250,VIRGIN,1.99989402
7,1128,5.87973595,333.8,VIRGIN,1.14325047
8,1134,4.89729977,323.9,LT-SEL,0.01540122
8,841.6,4.51717281,60,LT-SEL,0.04000407
6,1062,5.24064589,281.6,VIRGIN,1.75214458
8,1082,5.05343485,320.2,LT-SEL,0.00232392
4,903.5,3.88958097,378.5,LT-SEL,0.03934398
6,760.6,5.57019711,255,LT-SEL,0.94494045
7,750.6,7.00905085,301.5,LT-SEL,0.12922165
5,871,4.15861702,111.8,LT-SEL,1.62318277
7,1067,5.37263489,377.4,VIRGIN,0.86190045
6,919.4,5.90393496,522,LT-SEL,1.31757283
6,824.4,4.93527794,268.3,LT-SEL,1.99971688
5,1229,4.56738806,518.7,CORPLOG,1.99998355
4,866.8,4.58699608,223.6,CORPLOG,1.96057272
3,450.2,4.1337719,202.5,LT-SEL,0.86011082
5,675.7,5.40663099,84.85,SETTLE,0.04508607
4,955.5,4.37540388,58.31,VIRGIN,1.19820857
3,500.4,6.98623323,98.49,SETTLE,1.98559523
3,614.4,5.70389414,42.43,SETTLE,0.03799262
4,627.1,7.26412916,141.4,SETTLE,0.06010094
6,561,6.0435648,58.31,SETTLE,0.00982584
3,632.1,5.08814096,165.5,SETTLE,0.21298036
5,824.4,4.93527794,268.3,LT-SEL,1.99971688
7,805.8,5.8314662,350,LT-SEL,1.72286224
8,805.8,5.8314662,350,LT-SEL,1.72286224
7,892.9,5.68822098,30,LT-SEL,1.16020334
7,855.4,6.82961988,164.9,LT-SEL,0.41322583
7,767.1,5.01883984,330.2,LT-SEL,0.62745482
1,741,4.35483885,327.6,LT-SEL,0.09755319
6,728,3.507025,98.49,SETTLE,1.44477355
6,639.7,4.60362005,219.3,CORPLOG,0.43321049
4,607.9,4.88558483,176.9,CORPLOG,0.69500518
7,559.9,6.21907806,56.57,SETTLE,0.1355439
9,636,4.69217587,40,SETTLE,0.4367761
7,683.5,3.98786211,107.7,SETTLE,1.06676805
7,803.1,5.93446589,14.14,SETTLE,1.09419429
4,670.6,25,92.2,SETTLE,1.49149537
2,830.2,4.43833685,20,SETTLE,1.44655585
6,628.4,3.91855192,120.4,LT-SEL,0.04478073
5,613.5,3.636199,272,LT-SEL,1.7864604
7,598.8,4.82904005,210.2,LT-SEL,0.72464001
4,606.2,3.7613709,252.4,LT-SEL,0.05484751
1,941,4.39282799,320.6,LT-SEL,1.68158853
7,919.9,5.05614424,156.5,LT-SEL,0.75687164
1,883.4,5.40982389,108.2,LT-SEL,1.37579525
4,727.2,3.44712996,290.7,LT-SEL,0.69633603
4,727,3.16103697,250.8,LT-SEL,1.41699612
4,625.5,4.68501806,63.25,LT-SEL,0.0068528
4,717.4,4.51472521,460,LT-SEL,1.14009523
4,706,4.35608196,390.5,LT-SEL,0.16328752
6,758.6,4.72222519,63.25,LT-SEL,1.08114648
5,503.2,4.64458084,355.1,CORPLOG,0.72824824
4,817.5,8.70455647,465.3,LT-SEL,0.81304598
5,581.1,4.57624388,64.03,LT-SEL,1.7887274
3,590,4.69755602,474.3,CORPLOG,0.84226847
5,571.5,5.10388613,266.8,CORPLOG,0.3876434
3,681.4,4.70516014,506,LT-SEL,0.88299614
3,670.8,4.5713501,462.4,LT-SEL,0.64879811
4,698.4,3.85004401,197,LT-SEL,0.43965831
4,716.1,4.26419878,240.4,LT-SEL,0.10218436
5,709.6,3.68539906,235.4,LT-SEL,1.06184423
4,676.1,5.47057295,200,LT-SEL,1.1176964
3,661.4,4.68295383,127.3,LT-SEL,1.97888565
5,610.7,4.52831793,277.3,LT-SEL,0.00162463
4,637.3,4.85419703,300.8,LT-SEL,0.02940879
3,614.4,5.13394117,186,LT-SEL,1.19817114
4,680.2,4.7884531,460,LT-SEL,0.00010672
7,760.6,5.57019711,255,LT-SEL,0.94494045
6,750.6,7.00905085,301.5,LT-SEL,0.12922165
7,751.5,5.0061202,219.3,LT-SEL,1.67205107
8,752.9,4.58780289,205.2,LT-SEL,0.03474157
7,731.2,4.71225786,169.7,LT-SEL,0.04445076
7,705.1,10.48,98.99,LT-SEL,0.2479222
1,514.3,3.77509809,150,LT-SEL,1.48247421
6,518.3,4.35624313,220,LT-SEL,0.6318047
7,552.7,8.75770378,161.2,LT-SEL,0.1227034
6,478.2,5.47542715,100.5,LT-SEL,0.44149759
5,326.3,6.51829004,40,LT-SEL,1.96703136
6,362.6,4.59075308,31.62,LT-SEL,0.01060447
4,368.7,4.95879889,127.3,LT-SEL,0.24951959
5,379.4,4.40113401,64.03,LT-SEL,0.0154725
6,592.6,4.91427422,100,LT-SEL,1.35003245
6,573.9,3.8970089,200,LT-SEL,0.84790725
3,561.5,3.56035495,667.1,LT-SEL,0.38941371
3,562,4.10381317,664.8,LT-SEL,0.55525863
2,561.5,3.56035495,667.1,LT-SEL,0.38941371
2,562,4.10381317,664.8,LT-SEL,0.55525863
3,662.6,4.68487406,466.9,LT-SEL,0.30797628
3,677.8,4.51414013,504.5,LT-SEL,0.49305943
4,601.9,4.73188114,332.4,LT-SEL,1.94799662
4,602.6,3.24253392,325.6,LT-SEL,1.90431786
2,601.9,4.73188114,332.4,LT-SEL,1.94799662
2,602.6,3.24253392,325.6,LT-SEL,1.90431786
5,611.9,3.47198105,150,LT-SEL,0.13187182
4,340.8,8.63799095,72.11,LT-SEL,0.2041461
4,362.4,6.63645792,85.44,LT-SEL,0.19415538
1,352.1,4.38337517,128.1,LT-SEL,0.13132447
3,526.4,8.25389004,223.6,SETTLE,0.46192941
3,565.3,3.60729504,560.4,SETTLE,0.01103224
4,376.4,12.55,20,CORPLOG,0.61370921
4,407.6,5.54437208,170.3,CORPLOG,0.72769904
1,389.1,8.76318359,30,CORPLOG,1.17887866
4,414,8.91287422,72.11,CORPLOG,1.10765398
4,541.4,7.01022387,466.5,SETTLE,0.08437267
4,541.1,7.91147089,446.5,SETTLE,0.46330348
4,544.6,7.94175386,165.5,SETTLE,0.02136434
4,546.4,6.42680311,238.5,SETTLE,1.66489065
4,544.6,7.94175386,165.5,SETTLE,0.02136434
4,546.4,6.42680311,238.5,SETTLE,1.66489065
2,560.7,9.52658463,14.14,SETTLE,0.02793757
2,560.8,13.69,22.36,SETTLE,0.00157059
4,575.9,8.24578762,100,SETTLE,0.9884721
4,686.2,4.92977715,161.2,LT-SEL,1.99187672
4,568.4,5.62893295,152.6,SETTLE,1.98129249
1,686.2,4.92977715,161.2,LT-SEL,1.99187672
1,568.4,5.62893295,152.6,SETTLE,1.98129249
4,655.2,10.57,120,LT-SEL,0.89269853
